ProlificID,StartDate,EndDate,Status,IPAddress,Progress,Duration..in.seconds.,Finished,RecordedDate,ResponseId,RecipientLastName,RecipientFirstName,RecipientEmail,ExternalReference,LocationLatitude,LocationLongitude,DistributionChannel,UserLanguage,ID,Age.x,Gender.x,Education,Race,Study.About,Speaker.from,From.South,From.Midwest,Kind,Friendly,Intelligent,Wealthy,Professional,Attractive,Would.Be.Friends,Happy,Relatable,Educated,I.Lived.in.South,I.Familiar.South.Speech,I.Friends.South,I.Would.Live.South,I.Like.Southerners.Talk,I.have.Southern.accent,Parents.have.accent,Colleagues.have.accent,I.imitate.accent,Q11_1,Q11_2,Q11_3,Q11_4,Q11_5,Q11_6,Q11_7,Q11_8,Q11_9,Q11_10,Q11_11,Q11_12,Q11_13,Q11_14,Q11_15,Q11_16,Q11_17,Q11_18,Q11_19,Q11_39,Q11_40,Q11_41,Q11_20,Q11_21,Q11_22,Q11_23,Q11_24,Q11_25,Q11_26,Q11_27,Q11_28,Q11_29,Q11_30,Q11_31,Q11_32,Q11_33,Q11_34,Q11_35,Q11_36,Q11_37,Q11_38,Q11_42,Q11_43,Q11_44,Q12_51,Q12_52,Q12_53,Q12_54,Q12_55,Q12_56,Q12_57,Q12_58,Q12_59,Q12_60,Q12_61,Q12_62,Q12_63,Q12_64,Q12_65,Q12_66,Q12_67,Q12_68,Q12_69,Q12_70,Q12_71,Q12_72,Q12_73,Q12_74,Q12_75,Q12_76,Q12_77,Q12_78,Q12_79,Q12_80,Q12_81,Q12_82,Q12_83,Q12_84,Q12_85,Q12_86,Q12_87,Q12_88,Q12_89,Q12_90,Q12_91,Q12_92,Q12_93,Q12_94,Q12_95,Q12_96,Q12_97,Q12_98,Q12_99,Q12_100,Q13.1_1,Q13.1_2,Q13.1_3,Q13.1_4,Q13.1_5,Q13.1_6,Q13.1_7,Q13.1_8,Q13.1_9,Q13.1_10,Q13.1_11,Q13.1_12,Q13.1_13,Q13.1_14,Q13.1_15,Q13.1_16,Q13.1_17,Q13.1_18,Q13.1_19,Q13.1_20,Q13.1_21,Q13.1_22,Q13.1_23,Q13.1_24,Q13.1_25,Q13.1_26,Q13.1_27,Q13.1_28,Q13.1_29,Q13.1_30,Q13.1_31,Q13.1_32,Q13.1_33,Q7,Time,IbexID,Age.y,Gender.y,Dialect,Test,Notes
5bc33aa0ff10920001327f4e,43755.94306,43755.95208,IP Address,24.30.121.15,100,783,TRUE,43755.95208,R_1gjQCiLrjlSAGtB,NA,NA,NA,NA,33.64360046,-83.96839905,anonymous,EN,5bc33aa0ff10920001327f4e,21,Female,Some college,Black or African American,"To see if we would continue to say ""the word is"" even when we are presented with numbers.",America,9,39,99,99,100,99,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,2,1,5,1,5,5,5,1,4,5,4,1,5,1,5,5,4,4,4,5,5,5,5,5,5,5,1,5,2,5,5,5,5,5,4,2,1,5,5,5,4,5,1,4,2,3,4,2,4,4,1,4,3,3,3,4,4,4,4,4,3,1,2,1,1,1,4,1,2,3,4,1,1,1,1,4,1,3,1,4,4,3,1,4,3,1,3,3,1,3,2,4,1,4,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,no,1571366286,1f096d34ec256b32043c4b20e28c32ba,21,F,Southern,M1,
5bc7c9a4edc59100010cb655,43697.73819,43697.74722,IP Address,174.99.58.112,100,788,TRUE,43697.74722,R_26mv5FbC6QVh2RY,NA,NA,NA,NA,35.89639282,-78.71150208,anonymous,EN,5bc7c9a4edc59100010cb655,35,Male,Graduate/advanced degree,White,Testing how people say certain words.,From the South,100,40,80,85,80,40,70,60,85,85,88,83,100,100,100,100,100,40,55,50,80,2,1,4,1,2,4,5,2,1,4,2,1,4,3,4,3,5,4,2,5,4,5,3,5,4,2,3,5,1,3,3,5,3,5,4,2,1,5,2,4,4,5,4,4,2,3,2,4,1,1,1,1,1,1,2,2,3,3,3,3,2,2,1,1,1,3,1,3,1,3,3,3,2,3,3,2,1,2,1,2,2,1,1,4,1,1,4,3,1,3,3,3,3,3,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE,No comments,1566337398,802bb2b7952ffa5290a1fd01c4fb50cc,35,M,Southern,S3,(mixed)
5bcbe231c434df000101e034,43666.86458,43666.87083,IP Address,74.195.18.196,100,527,TRUE,43666.87083,R_1l9pdAEsrxfpF6p,NA,NA,NA,NA,37.37989807,-81.11750031,anonymous,EN,5bcbe231c434df000101e034,30,Female,Bachelor's degree,,"Perhaps to see how our brains process words, figure out clues, and see if we come up with similar or different answers based on age and gender? Seeing which sex and age processes the fastest most accurately. ",Perhaps West Virginia or Kentucky. Somewhere in the south. ,100,NA,100,100,69,62,75,74,100,82,66,58,100,100,100,100,100,100,100,100,100,4,3,5,5,5,4,2,4,3,5,4,4,4,4,4,4,3,4,5,5,3,1,4,4,5,4,4,4,5,5,3,3,5,4,4,2,4,5,4,5,1,3,3,4,1,3,4,3,3,4,3,4,3,2,2,4,4,4,1,4,2,1,4,1,1,4,4,2,2,3,2,2,1,3,3,3,1,4,2,2,4,1,3,3,4,1,4,2,3,4,4,2,4,2,TRUE,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,"The speaker mispronounced a few words. They were neither spoken in American English, UK/European English, or even Southern twang. They were just wrong. Like genre. Also, I have lived in the south 30 years, so I have a bit of an advantage at understanding her. My own accent is pretty bad, as you can tell from the recordings. I also had dental surgery a few days ago, so sorry for my lisp! ",1563669907,6d514cae9a8269ffc91448bc4eeb0bd7,30,F,Southern,S1,
5bcfb78a08a62c0001f94478,43656.64931,43656.65764,IP Address,73.137.157.173,100,736,TRUE,43656.65764,R_87kHBZC4upJDDjP,NA,NA,NA,NA,33.61630249,-84.29450226,anonymous,EN,5bcfb78a08a62c0001f94478,30,Female,Some college,,How well you can listen (or read) and figure out words from clues. ,Southern USA,100,44,76,89,96,51,91,52,71,85,37,82,100,100,100,55,84,48,1,50,93,3,3,4,3,4,5,3,4,2,4,2,2,4,5,4,2,2,3,5,5,5,1,3,2,3,4,4,3,5,5,4,4,4,4,5,3,4,3,3,5,NA,3,5,2,1,1,4,3,4,3,3,4,2,3,1,3,3,4,2,3,2,2,2,2,2,3,4,2,1,1,4,1,4,3,3,1,1,3,1,4,1,3,NA,4,1,3,4,2,1,4,2,NA,2,1,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,n/a,1562787274,94abd42fcf2b961c742e870ffa1906fd,30,F,Southern,S3,
5bd3c516860b840001db97f7,43696.53542,43696.54097,IP Address,172.6.244.187,100,501,TRUE,43696.54097,R_32Q2gTFg8fXHoOS,NA,NA,NA,NA,29.5933075,-90.75959778,anonymous,EN,5bd3c516860b840001db97f7,40,Female,Bachelor's degree,White,To determine if people are better auditory learners or reading learners.,The North United States,15,65,100,100,100,50,100,100,100,100,100,100,100,100,100,50,100,20,20,90,50,5,1,5,1,4,3,5,1,4,5,4,1,5,1,5,5,5,1,3,5,2,3,2,5,5,3,1,5,1,5,1,5,5,5,4,5,1,4,1,5,5,5,3,5,2,3,4,4,3,4,1,4,2,4,4,4,3,3,4,4,3,2,2,1,1,1,4,2,3,1,1,2,2,2,3,4,1,4,1,3,4,3,3,4,3,1,3,4,3,2,4,4,1,4,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,n/a,1566233457,4c7b0228403ccc4a3c61456d47c3fc4c,40,F,Southern,S2,
5bdab905c317560001e12dd2,43588.00556,43588.00625,IP Address,67.169.12.232,100,77,TRUE,43588.00625,R_12Sh8ee5KKSyL4E,NA,NA,NA,NA,37.8927002,-122.2761002,anonymous,EN,5bdab905c317560001e12dd2,NA,,,,How people respond to voice clues,The south,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,39,23,75,30,23,23,90,43,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA
5bdd19b62562330001b90ac7,43654.84792,43654.85486,IP Address,173.170.50.111,100,619,TRUE,43654.85486,R_1mrNf4kutP9X5x9,NA,NA,NA,NA,28.46549988,-82.59809875,anonymous,EN,5bdd19b62562330001b90ac7,35,Female,Some college,,Whether it's easier to guess words on written or verbal clues.,The United States,30,50,100,100,100,74,100,91,52,67,91,100,100,100,82,100,52,0,0,5,5,4,2,5,1,2,3,4,4,3,4,4,1,5,4,4,3,5,4,4,5,4,5,3,4,3,2,1,4,3,5,4,5,5,3,2,2,1,4,4,4,5,5,2,3,3,2,4,2,2,2,1,4,1,2,2,3,4,4,3,2,3,1,3,1,1,3,2,1,3,2,2,2,1,3,4,4,1,2,1,1,4,3,1,4,1,2,3,2,4,3,3,4,1,4,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,,1562631683,65e5a1f109aa0a185cdbbf165155d36f,35,F,Non-Southern,M3,
5bdd1d5e14b3cd00019d10df,43781.64931,43781.65764,IP Address,104.139.47.242,100,747,TRUE,43781.65764,R_1BtpLYHUxiPdpOp,NA,NA,NA,NA,35.21369934,-81.12200165,anonymous,EN,5bdd1d5e14b3cd00019d10df,30,Male,High school diploma,White,Simple and easy,Maybe North Carolina?,85,16,86,85,77,51,68,28,31,57,32,77,92,91,89,59,37,60,78,52,67,3,4,4,3,4,2,3,3,2,3,2,2,4,3,4,2,3,3,4,4,3,3,3,3,4,2,4,3,2,3,3,3,3,3,2,2,2,3,3,3,3,3,3,2,2,2,3,3,3,3,2,4,2,2,2,3,3,2,2,3,2,2,1,3,1,3,3,2,3,3,3,2,3,2,3,2,3,3,2,4,3,2,2,2,1,2,3,2,2,4,2,2,4,1,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,None,1573590915,1736d820937cef5a4f69df3482a3a5ff,30,M,Southern,S1,
5beb8419aec9ef0001e9d5fb,43642.89861,43642.90278,IP Address,71.105.123.218,100,317,TRUE,43642.90278,R_1gLoAVujWHZwaPA,NA,NA,NA,NA,40.69940186,-73.88829803,anonymous,EN,5beb8419aec9ef0001e9d5fb,22,Female,Bachelor's degree,,,South,100,81,100,100,49,0,10,56,60,80,9,25,0,100,0,0,68,0,0,0,20,4,5,3,5,4,4,1,5,1,5,1,4,3,5,5,1,1,5,5,5,5,5,5,1,2,1,5,2,5,5,5,1,1,1,3,1,5,3,5,5,1,3,5,5,4,3,4,1,2,1,1,4,1,2,1,2,4,4,2,4,2,2,1,1,1,3,1,4,3,4,1,4,4,1,3,3,4,3,1,2,3,1,1,4,3,1,1,3,2,4,3,1,4,4,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,,1561599290,335c68555274ce23c996b767a60bbb08,22,F,Non-Southern,S3,
5bf3761862e1bc0001f15cb2,43656.74028,43656.74861,IP Address,69.1.105.62,100,696,TRUE,43656.74861,R_1jWmBeD4jRJ5HEa,NA,NA,NA,NA,43.227005,-123.5158005,anonymous,EN,5bf3761862e1bc0001f15cb2,36,Male,Some high school or less,,If spoken or written clues trigger memory better,Missouri,80,81,91,90,79,49,83,100,76,86,80,71,100,100,65,32,69,55,76,1,80,1,2,4,4,5,4,4,3,1,5,1,1,3,5,5,3,4,5,5,5,5,4,3,2,5,1,3,4,4,5,5,4,3,1,2,1,2,2,5,5,1,2,5,2,1,2,4,4,4,4,1,4,1,1,1,3,4,3,3,3,1,1,4,1,1,4,4,2,1,4,2,1,2,3,1,2,4,1,1,2,1,1,3,4,4,1,3,1,4,4,1,2,4,1,FALSE,TRUE,TRUE,FALSE,TRUE,TRUE,FALSE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,,1562795196,06d1e781952780307e9e3be4fc817754,36,M,Non-Southern,M3,
5bf49c5b75e5980001775c37,43695.58889,43695.60764,IP Address,68.35.204.89,100,1605,TRUE,43695.60764,R_2QED2fTpUl2zu8B,NA,NA,NA,NA,30.7144928,-88.09179688,anonymous,EN,5bf49c5b75e5980001775c37,21,Male,High school diploma,White,How literate the average English speaker actually is.,America.,8,100,100,100,43,63,50,100,100,100,48,60,100,100,100,0,20,0,100,100,0,2,2,3,5,2,5,4,5,2,5,1,1,4,5,3,1,4,5,5,5,5,5,5,1,2,1,3,2,2,4,5,4,2,1,5,3,1,2,5,3,3,3,4,3,2,4,4,4,2,3,2,4,1,1,1,2,4,3,3,3,2,1,3,2,1,2,2,2,1,3,2,2,2,2,1,1,4,1,1,2,1,2,1,4,4,2,4,2,2,4,3,2,3,3,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,,1566151688,b6029091e85a5e4de489f722c9b33054,21,M,Southern,M3,
5bfe00d76fe16d0001675bb1,43654.90347,43654.91389,IP Address,73.165.198.19,100,858,TRUE,43654.91389,R_3QRFpNxGL7K04gY,NA,NA,NA,NA,40.18499756,-75.00409698,anonymous,EN,5bfe00d76fe16d0001675bb1,22,Female,Some college,,The way linguistics can affect response,Southern USA,100,0,91,92,70,50,31,51,84,93,52,96,0,84,23,0,82,0,0,0,22,3,5,4,5,2,2,3,4,1,5,2,3,2,5,5,4,4,4,4,2,5,5,5,1,2,5,5,2,5,4,4,5,5,4,5,3,5,3,5,4,4,3,4,1,1,2,4,4,3,4,4,4,2,3,2,4,1,4,1,3,1,1,1,1,1,2,3,2,2,3,3,1,3,1,4,3,1,4,1,4,3,2,1,1,2,4,3,3,2,1,3,2,1,3,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,,1562636487,a4d8ebf09c5953fe81f60da797db54f6,22,F,Non-Southern,S3,
5c070a6576781b0001c82633,43697.89028,43697.89792,IP Address,72.211.177.136,100,655,TRUE,43697.89792,R_vAbGmuEcifKxtuN,NA,NA,NA,NA,33.5921936,-112.0028992,anonymous,EN,5c070a6576781b0001c82633,31,Male,High school diploma,White,The study of writting vs speach.,America,6,83,100,100,90,50,60,84,79,80,83,90,100,100,26,10,26,0,0,5,33,2,3,4,2,3,4,3,2,4,3,3,1,4,1,4,3,4,1,4,4,4,3,2,4,3,2,2,2,2,4,4,4,3,3,4,1,2,3,3,3,1,4,1,4,2,3,3,3,3,2,3,3,2,2,2,3,2,2,2,2,2,2,2,2,1,3,3,3,2,3,2,3,3,2,3,2,2,2,2,3,2,2,2,4,2,2,3,3,3,3,3,3,3,3,TRUE,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,Everything was clear and worked with no problems.,1566350458,4bb5f39606eae1bebba25c90922d2932,31,M,Non-Southern,M3,
5c0f1cf4f3027300014b606f,43656.65764,43656.66875,IP Address,68.33.180.150,100,953,TRUE,43656.66875,R_VJzlVbUebbTRXyh,NA,NA,NA,NA,39.165802,-76.63819885,anonymous,EN,5c0f1cf4f3027300014b606f,37,Male,Graduate/advanced degree,,Regional differences in pronounciation.,"Southern region, USA.",95,10,72,79,48,61,85,51,46,62,70,62,100,92,93,92,84,19,2,13,47,2,4,4,3,4,4,4,4,4,5,4,1,5,3,4,4,4,3,3,4,4,4,3,4,4,4,4,4,4,5,4,4,4,4,3,3,3,3,3,4,1,3,3,5,2,2,3,3,3,3,2,3,1,2,2,3,3,4,2,3,2,3,3,3,1,3,3,3,3,3,2,3,3,3,3,2,2,3,1,2,3,2,2,4,3,2,2,2,3,2,3,3,3,4,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,,1562788058,c63cd75dc5f54f564502d83cfc528e5c,37,M,Non-Southern,S1,
5c0f93c3367ee90001254199,43588.00972,43588.01042,IP Address,68.44.5.43,100,82,TRUE,43588.01042,R_2CQClNoCDQ103tY,NA,NA,NA,NA,40.11459351,-85.72530365,anonymous,EN,5c0f93c3367ee90001254199,NA,,,,speed of which participants respond to voice versus reading,georgia,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,15,14,9,2,13,11,5,74,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,no,NA,NA,NA,NA,NA,NA,NA
5c0fff76e6eb4e0001b27f20,43697.65694,43697.66319,IP Address,98.26.234.75,100,529,TRUE,43697.66319,R_3s5iooyc3btI8rb,NA,NA,NA,NA,36.04029846,-80.19329834,anonymous,EN,5c0fff76e6eb4e0001b27f20,26,Female,Some college,White,This experiment could be about how different regions have an affect on our linguistics and mouth feel of words/dipthongs/letters. ,New England,1,44,78,78,87,53,92,52,85,97,78,82,100,85,100,94,78,6,6,37,6,5,2,4,2,2,1,4,4,4,4,4,1,4,4,2,4,4,2,2,2,1,5,3,4,2,1,2,4,4,4,2,4,4,4,5,4,2,4,2,2,4,4,4,2,2,4,2,2,1,1,1,2,1,2,4,2,3,2,3,1,4,2,1,2,1,1,1,2,3,2,3,3,4,3,4,4,1,3,2,3,3,4,1,3,1,2,2,4,2,3,4,3,4,2,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,,1566330386,7b0fde6ac8f36cfffe98a682038d7362,26,F,Southern,M3,(mixed)
5c0fff76e6eb4e0001b27f20,43697.65694,43697.66319,IP Address,98.26.234.75,100,529,TRUE,43697.66319,R_3s5iooyc3btI8rb,NA,NA,NA,NA,36.04029846,-80.19329834,anonymous,EN,5c0fff76e6eb4e0001b27f20,26,Female,Some college,White,This experiment could be about how different regions have an affect on our linguistics and mouth feel of words/dipthongs/letters. ,New England,1,44,78,78,87,53,92,52,85,97,78,82,100,85,100,94,78,6,6,37,6,5,2,4,2,2,1,4,4,4,4,4,1,4,4,2,4,4,2,2,2,1,5,3,4,2,1,2,4,4,4,2,4,4,4,5,4,2,4,2,2,4,4,4,2,2,4,2,2,1,1,1,2,1,2,4,2,3,2,3,1,4,2,1,2,1,1,1,2,3,2,3,3,4,3,4,4,1,3,2,3,3,4,1,3,1,2,2,4,2,3,4,3,4,2,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,,1562513555,b28f4de26012a4f598eb90520e7c0f7e,25,F,Non-Southern,S2,(mixed)ProblematicFiles
5c0fff76e6eb4e0001b27f20,43653.48056,43653.48819,IP Address,98.26.234.75,100,652,TRUE,43653.48819,R_3ZPoWN5rwZ4JnGx,NA,NA,NA,NA,36.04029846,-80.19329834,anonymous,EN,5c0fff76e6eb4e0001b27f20,25,Female,Some college,,A linguistic experiment based on where people live. ,South-East US,86,19,88,90,88,54,92,54,96,90,54,94,100,90,100,91,92,18,18,21,14,5,2,4,2,2,2,4,4,4,3,3,1,4,4,2,1,4,3,2,2,2,5,4,4,2,1,2,4,3,4,2,4,3,4,4,4,2,2,2,2,4,4,3,2,4,3,2,3,2,1,1,2,1,2,3,2,3,1,3,2,3,2,2,2,1,1,2,2,3,2,2,3,4,3,4,2,2,2,2,3,3,3,2,3,2,3,3,3,2,2,3,3,4,2,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,TRUE,"I do have to say I made a mistake on one of the recordings and I wanted to let you know, it was the first recording in the set. The prompt was about Siuox and Native Americans, and I did not answer correctly so I apologize but wanted to let you all know!",1566330386,7b0fde6ac8f36cfffe98a682038d7362,26,F,Southern,M3,(mixed)
5c0fff76e6eb4e0001b27f20,43653.48056,43653.48819,IP Address,98.26.234.75,100,652,TRUE,43653.48819,R_3ZPoWN5rwZ4JnGx,NA,NA,NA,NA,36.04029846,-80.19329834,anonymous,EN,5c0fff76e6eb4e0001b27f20,25,Female,Some college,,A linguistic experiment based on where people live. ,South-East US,86,19,88,90,88,54,92,54,96,90,54,94,100,90,100,91,92,18,18,21,14,5,2,4,2,2,2,4,4,4,3,3,1,4,4,2,1,4,3,2,2,2,5,4,4,2,1,2,4,3,4,2,4,3,4,4,4,2,2,2,2,4,4,3,2,4,3,2,3,2,1,1,2,1,2,3,2,3,1,3,2,3,2,2,2,1,1,2,2,3,2,2,3,4,3,4,2,2,2,2,3,3,3,2,3,2,3,3,3,2,2,3,3,4,2,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,TRUE,"I do have to say I made a mistake on one of the recordings and I wanted to let you know, it was the first recording in the set. The prompt was about Siuox and Native Americans, and I did not answer correctly so I apologize but wanted to let you all know!",1562513555,b28f4de26012a4f598eb90520e7c0f7e,25,F,Non-Southern,S2,(mixed)ProblematicFiles
5c1973a39caf5e00011a53e2,43666.87778,43666.89306,IP Address,184.254.52.203,100,1344,TRUE,43666.89306,R_5oQnU6idhSeJyGR,NA,NA,NA,NA,34.04299927,-117.7556,anonymous,EN,5c1973a39caf5e00011a53e2,24,Female,Associate's degree,,to see how people from different paces of the world pronounce certain words,from the South,100,NA,100,100,51,12,25,3,14,54,NA,32,NA,5,NA,NA,13,NA,NA,NA,14,4,4,4,2,4,4,4,4,1,4,2,NA,4,4,4,3,4,4,4,4,3,4,4,3,4,3,3,3,3,4,4,5,3,3,3,3,NA,3,4,5,4,4,4,3,3,3,4,3,4,3,NA,4,2,1,1,3,2,1,2,3,2,1,NA,NA,1,2,2,3,1,2,3,2,2,1,4,2,3,3,2,4,2,2,2,3,1,1,1,3,2,3,3,2,2,4,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,FALSE,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,,1563670977,c59110ea6d512d300a5965f2e71c5eff,24,F,Non-Southern,S2,
